stock_locate,tracking_number,timestamp,shares,cross_price,match_number,cross_type
5187,1,0 days 09:30:00.941715926,1944,236800,179178,0
3647,1,0 days 09:30:00.941775636,0,0,179181,0
6509,1,0 days 09:30:00.941779424,0,0,179182,0
3693,1,0 days 09:30:00.941835253,0,0,179183,0
2833,1,0 days 09:30:00.941906394,470,27600,179184,0
5158,1,0 days 09:30:00.941965516,0,0,179213,0
3722,1,0 days 09:30:00.942025119,177,205800,179214,0
4287,1,0 days 09:30:00.942090032,0,0,179217,0
5843,1,0 days 09:30:00.942145347,0,0,179218,0
6925,1,0 days 09:30:00.942163952,0,0,179219,0
4318,1,0 days 09:30:00.942220494,0,0,179220,0
2782,1,0 days 09:30:00.942272337,0,0,179228,0
3336,2,0 days 09:30:00.942340623,10,24300,179230,0
6717,1,0 days 09:30:00.942393828,0,0,179233,0
7661,1,0 days 09:30:00.942428979,0,0,179234,0
8634,1,0 days 09:30:00.942487420,0,0,179235,0
7781,1,0 days 09:30:00.942569635,1699,14400,179236,0
779,1,0 days 09:30:00.942631088,0,0,179239,0
4725,1,0 days 09:30:00.942687203,8801,219300,179256,0
5364,1,0 days 09:30:00.942709903,0,0,179257,0
4261,3,0 days 09:30:00.942804274,355,46100,179270,0
4511,1,0 days 09:30:00.942864413,0,0,179273,0
2145,1,0 days 09:30:00.942912313,0,0,179274,0
5997,1,0 days 09:30:00.942966945,0,0,179282,0
4675,3,0 days 09:30:00.943034343,1657,7500,179285,0
4977,2,0 days 09:30:00.943147536,981,410200,179289,0
1527,1,0 days 09:30:00.943243487,592,399900,179304,0
8726,1,0 days 09:30:00.943372563,13543,629400,179324,0
4266,1,0 days 09:30:00.943375650,4268,503600,179325,0
964,1,0 days 09:30:00.943512537,0,0,179335,0
842,1,0 days 09:30:00.943564938,0,0,179338,0
7906,1,0 days 09:30:00.943603154,0,0,179339,0
3571,1,0 days 09:30:00.943667096,0,0,179340,0
8794,1,0 days 09:30:00.943768555,3907,428900,179350,0
922,1,0 days 09:30:00.943862734,0,0,179353,0
6157,1,0 days 09:30:00.943924654,0,0,179368,0
7115,1,0 days 09:30:00.943973144,101,30400,179369,0
2740,1,0 days 09:30:00.944000352,0,0,179371,0
3673,3,0 days 09:30:00.944108553,1843,9800,179375,0
1410,1,0 days 09:30:00.944183830,0,0,179378,0
465,1,0 days 09:30:00.944246296,619,82000,179379,0
2680,2,0 days 09:30:00.944484098,22352,181000,179390,0
8489,1,0 days 09:30:00.944504177,0,0,179400,0
6713,1,0 days 09:30:00.944662560,0,0,179417,0
5744,1,0 days 09:30:00.944788638,0,0,179418,0
2560,1,0 days 09:30:00.944860738,790,383200,179419,0
4967,3,0 days 09:30:00.944957549,1097,10400,179431,0
7729,1,0 days 09:30:00.945041356,0,0,179434,0
8522,1,0 days 09:30:00.945073695,0,0,179435,0
3362,1,0 days 09:30:00.945090512,0,0,179436,0
6884,1,0 days 09:30:00.945137144,0,0,179438,0
5966,1,0 days 09:30:00.945183156,0,0,179439,0
8740,1,0 days 09:30:00.945237463,0,0,179442,0
6037,1,0 days 09:30:00.945291545,0,0,179453,0
5361,5,0 days 09:30:00.945356983,3250,63800,179472,0
7998,1,0 days 09:30:00.945440370,250,38100,179475,0
5144,1,0 days 09:30:00.945501770,0,0,179478,0
4177,1,0 days 09:30:00.945517057,0,0,179479,0
6957,1,0 days 09:30:00.945589591,0,0,179487,0
4925,1,0 days 09:30:00.945646296,0,0,179488,0
8768,2,0 days 09:30:00.945729321,960,285000,179490,0
8486,2,0 days 09:30:00.945789201,2,5000,179494,0
1413,2,0 days 09:30:00.945848485,40,247900,179506,0
5529,1,0 days 09:30:00.945851961,0,0,179507,0
4841,1,0 days 09:30:00.945918755,0,0,179517,0
2792,1,0 days 09:30:00.946007326,0,0,179525,0
3156,1,0 days 09:30:00.946055875,0,0,179526,0
1553,1,0 days 09:30:00.946095643,0,0,179528,0
4095,5,0 days 09:30:00.946325822,13725,334500,179547,0
5638,1,0 days 09:30:00.946519693,0,0,179577,0
52,1,0 days 09:30:00.946675231,8891,425600,179581,0
3628,1,0 days 09:30:00.946703986,37994,151800,179583,0
8132,1,0 days 09:30:00.946768971,0,0,179586,0
7391,1,0 days 09:30:00.946918535,0,0,179588,0
5003,1,0 days 09:30:00.946975028,0,0,179595,0
6052,1,0 days 09:30:00.947021577,0,0,179614,0
7643,1,0 days 09:30:00.947079619,0,0,179620,0
6086,1,0 days 09:30:00.947116668,0,0,179626,0
6928,1,0 days 09:30:00.947160657,0,0,179627,0
5552,1,0 days 09:30:00.947217988,0,0,179628,0
4858,1,0 days 09:30:00.947317100,2379,972900,179629,0
2318,1,0 days 09:30:00.947406832,0,0,179633,0
4958,1,0 days 09:30:00.947625733,16295,138000,179639,0
8769,1,0 days 09:30:00.947677729,12743,57700,179641,0
1092,1,0 days 09:30:00.947796053,0,0,179670,0
2852,1,0 days 09:30:00.947954975,0,0,179672,0
6987,1,0 days 09:30:00.948008006,0,0,179673,0
6072,1,0 days 09:30:00.948058464,10,147300,179678,0
2734,1,0 days 09:30:00.948109904,0,0,179681,0
3622,1,0 days 09:30:00.948298872,3488,1057700,179682,0
1650,1,0 days 09:30:00.948310316,0,0,179683,0
1102,1,0 days 09:30:00.948451490,0,0,179687,0
4636,1,0 days 09:30:00.948529975,0,0,179707,0
4815,1,0 days 09:30:00.948598346,0,0,179716,0
5829,1,0 days 09:30:00.948656825,0,0,179717,0
3365,1,0 days 09:30:00.948724122,654,90100,179722,0
7415,1,0 days 09:30:00.948789641,0,0,179726,0
3890,1,0 days 09:30:00.948791411,0,0,179727,0
1311,1,0 days 09:30:00.948845484,0,0,179728,0
973,1,0 days 09:30:00.948890218,0,0,179729,0
750,1,0 days 09:30:00.948936427,0,0,179730,0
2209,1,0 days 09:30:00.948978583,0,0,179731,0
5323,1,0 days 09:30:00.949053690,2175,224500,179734,0
6345,1,0 days 09:30:00.949106538,0,0,179737,0
3686,1,0 days 09:30:00.949157948,0,0,179738,0
4933,1,0 days 09:30:00.949195801,0,0,179757,0
1835,1,0 days 09:30:00.949204191,411,232000,179761,0
3679,1,0 days 09:30:00.949263245,0,0,179771,0
5950,1,0 days 09:30:00.949301245,0,0,179776,0
3985,1,0 days 09:30:00.949361759,0,0,179778,0
617,2,0 days 09:30:00.949464861,3020,20100,179780,0
1235,1,0 days 09:30:00.949519953,0,0,179782,0
6697,1,0 days 09:30:00.949528044,0,0,179784,0
5429,2,0 days 09:30:00.949602564,219,748000,179786,0
2000,1,0 days 09:30:00.949680850,0,0,179807,0
6538,1,0 days 09:30:00.949727394,0,0,179816,0
3322,1,0 days 09:30:00.949928208,4535,790000,179821,0
4451,1,0 days 09:30:00.949961350,0,0,179822,0
6027,1,0 days 09:30:00.950088217,0,0,179845,0
4591,1,0 days 09:30:00.950207574,0,0,179858,0
384,1,0 days 09:30:00.950284186,130,218000,179859,0
1429,1,0 days 09:30:00.950347845,0,0,179862,0
2650,1,0 days 09:30:00.950354533,0,0,179863,0
7780,1,0 days 09:30:00.950411969,0,0,179864,0
3790,2,0 days 09:30:00.950539966,1654,121900,179867,0
4380,1,0 days 09:30:00.950641045,0,0,179887,0
6460,1,0 days 09:30:00.950689697,168,160200,179899,0
8574,1,0 days 09:30:00.950803344,0,0,179905,0
6486,1,0 days 09:30:00.950853444,0,0,179906,0
8022,4,0 days 09:30:00.950943290,1081,21500,179910,0
5547,1,0 days 09:30:00.951004161,0,0,179913,0
4524,1,0 days 09:30:00.951025407,0,0,179914,0
4123,1,0 days 09:30:00.951091202,0,0,179916,0
5596,1,0 days 09:30:00.951129017,0,0,179928,0
8532,1,0 days 09:30:00.951167338,0,0,179936,0
1508,1,0 days 09:30:00.951216329,0,0,179945,0
3231,1,0 days 09:30:00.951263840,0,0,179951,0
5861,1,0 days 09:30:00.951274724,0,0,179952,0
268,1,0 days 09:30:00.951369901,3608,78800,179953,0
804,1,0 days 09:30:00.951480633,565,202500,179967,0
7182,1,0 days 09:30:00.951541577,0,0,179977,0
6880,1,0 days 09:30:00.951585984,0,0,179986,0
6378,1,0 days 09:30:00.951636396,0,0,179991,0
5618,1,0 days 09:30:00.951665142,0,0,179992,0
2285,1,0 days 09:30:00.951677173,1596,211000,179993,0
3506,3,0 days 09:30:00.951734635,744,13300,179996,0
899,1,0 days 09:30:00.951804482,0,0,180012,0
3417,1,0 days 09:30:00.951867793,0,0,180028,0
7970,1,0 days 09:30:00.951931271,0,0,180033,0
3063,3,0 days 09:30:00.951975744,115,387000,180036,0
3169,1,0 days 09:30:00.952010962,0,0,180037,0
6944,1,0 days 09:30:00.952070791,2144,927000,180040,0
7516,2,0 days 09:30:00.952189568,4341,249900,180074,0
7843,2,0 days 09:30:00.952253199,100,3150,180078,0
2616,1,0 days 09:30:00.952303486,0,0,180080,0
1435,1,0 days 09:30:00.952330155,0,0,180081,0
3591,2,0 days 09:30:00.952359591,31,96200,180083,0
1858,1,0 days 09:30:00.952422080,0,0,180106,0
8148,1,0 days 09:30:00.952500638,429,191700,180117,0
3306,1,0 days 09:30:00.952632313,40,1049900,180120,0
994,1,0 days 09:30:00.952646113,2561,816000,180132,0
3399,1,0 days 09:30:00.952779636,0,0,180146,0
6057,1,0 days 09:30:00.952868491,935,84200,180159,0
6172,3,0 days 09:30:00.952990382,1236,1470,180177,0
4939,1,0 days 09:30:00.953035033,0,0,180183,0
3646,1,0 days 09:30:00.953141072,1403,340800,180196,0
6318,1,0 days 09:30:00.953214023,0,0,180201,0
8404,2,0 days 09:30:00.953269881,200,252100,180205,0
205,2,0 days 09:30:00.953326997,878,481000,180221,0
2816,1,0 days 09:30:00.953376767,0,0,180224,0
3642,1,0 days 09:30:00.953416577,0,0,180236,0
4936,1,0 days 09:30:00.953428555,0,0,180237,0
8548,1,0 days 09:30:00.953482965,0,0,180239,0
6440,1,0 days 09:30:00.953575957,2100,489000,180246,0
6519,1,0 days 09:30:00.953652053,0,0,180273,0
5782,1,0 days 09:30:00.953706466,0,0,180275,0
6540,1,0 days 09:30:00.953744009,0,0,180280,0
7338,1,0 days 09:30:00.953770465,0,0,180281,0
2215,1,0 days 09:30:00.953787353,0,0,180282,0
2261,1,0 days 09:30:00.953850514,0,0,180286,0
270,1,0 days 09:30:00.953926744,0,0,180311,0
4605,6,0 days 09:30:00.954004587,2479,55300,180321,0
2416,1,0 days 09:30:00.954078039,0,0,180336,0
3955,1,0 days 09:30:00.954102689,0,0,180348,0
4155,1,0 days 09:30:00.954144500,0,0,180353,0
1763,1,0 days 09:30:00.954198385,0,0,180358,0
3043,1,0 days 09:30:00.954250490,0,0,180369,0
233,1,0 days 09:30:00.954340826,0,0,180401,0
4742,1,0 days 09:30:00.954394510,0,0,180419,0
7674,1,0 days 09:30:00.954407253,0,0,180420,0
2830,1,0 days 09:30:00.954445075,0,0,180435,0
5064,1,0 days 09:30:00.954492359,0,0,180453,0
5467,3,0 days 09:30:00.954649275,2558,26000,180516,0
693,1,0 days 09:30:00.954759088,0,0,180544,0
6929,1,0 days 09:30:00.954784252,0,0,180545,0
764,1,0 days 09:30:00.954810957,0,0,180546,0
5325,1,0 days 09:30:00.954915225,2245,273600,180563,0
5320,2,0 days 09:30:00.955024484,208,6500,180597,0
2383,1,0 days 09:30:00.955125080,0,0,180614,0
7403,1,0 days 09:30:00.955191176,20625,92000,180631,0
7400,2,0 days 09:30:00.955329918,278,18800,180655,0
6698,1,0 days 09:30:00.955423238,0,0,180658,0
6068,1,0 days 09:30:00.955467196,0,0,180669,0
5014,1,0 days 09:30:00.955495061,0,0,180670,0
997,1,0 days 09:30:00.955581711,1510,588600,180683,0
6857,1,0 days 09:30:00.955645585,0,0,180686,0
2863,1,0 days 09:30:00.955690150,0,0,180697,0
4060,2,0 days 09:30:00.955793497,2090,405000,180710,0
8341,1,0 days 09:30:00.955862640,0,0,180724,0
8737,1,0 days 09:30:00.955911597,0,0,180726,0
6164,1,0 days 09:30:00.955950159,0,0,180727,0
3963,1,0 days 09:30:00.955976451,3012,559900,180739,0
6372,1,0 days 09:30:00.956018288,0,0,180742,0
3523,1,0 days 09:30:00.956060458,0,0,180747,0
2372,1,0 days 09:30:00.956108646,0,0,180748,0
6659,1,0 days 09:30:00.956156873,0,0,180765,0
8366,2,0 days 09:30:00.956229510,245,325500,180777,0
5556,1,0 days 09:30:00.956278242,0,0,180780,0
5131,1,0 days 09:30:00.956340492,0,0,180781,0
1421,1,0 days 09:30:00.956345351,0,0,180782,0
303,1,0 days 09:30:00.956440171,1536,975300,180792,0
1713,1,0 days 09:30:00.956510193,0,0,180816,0
3918,1,0 days 09:30:00.956552768,0,0,180818,0
2865,1,0 days 09:30:00.956589426,0,0,180823,0
580,1,0 days 09:30:00.956639193,0,0,180824,0
6905,1,0 days 09:30:00.956652783,0,0,180825,0
1939,1,0 days 09:30:00.956708217,0,0,180843,0
3351,1,0 days 09:30:00.956749640,0,0,180853,0
7101,1,0 days 09:30:00.956804494,0,0,180858,0
2618,1,0 days 09:30:00.956850087,0,0,180859,0
2999,1,0 days 09:30:00.956886130,0,0,180874,0
4118,1,0 days 09:30:00.956960179,2875,479800,180887,0
2491,1,0 days 09:30:00.956994266,0,0,180892,0
5061,1,0 days 09:30:00.957034239,0,0,180913,0
58,1,0 days 09:30:00.957184031,33090,5500,180931,0
1504,3,0 days 09:30:00.957319317,1349,57000,180957,0
1469,1,0 days 09:30:00.957353979,0,0,180958,0
4398,1,0 days 09:30:00.957374894,0,0,180961,0
64,1,0 days 09:30:00.957446201,0,0,180992,0
1339,1,0 days 09:30:00.957489343,0,0,180993,0
3939,1,0 days 09:30:00.957539030,0,0,181002,0
487,1,0 days 09:30:00.957589707,100,44000,181020,0
3258,2,0 days 09:30:00.957651083,8628,8600,181030,0
7879,1,0 days 09:30:00.957695233,500,723000,181041,0
799,1,0 days 09:30:00.957770616,0,0,181063,0
2412,1,0 days 09:30:00.957822266,12,236000,181083,0
6745,2,0 days 09:30:00.957887890,265,255200,181098,0
801,1,0 days 09:30:00.958000137,4436,317900,181120,0
7535,1,0 days 09:30:00.958060576,0,0,181153,0
5851,2,0 days 09:30:00.958150366,5241,183000,181155,0
954,1,0 days 09:30:00.958251088,3116,785800,181158,0
2369,2,0 days 09:30:00.958325937,322,107400,181192,0
1150,1,0 days 09:30:00.958375143,0,0,181195,0
7912,1,0 days 09:30:00.958438140,0,0,181197,0
5535,1,0 days 09:30:00.958492216,0,0,181206,0
4006,1,0 days 09:30:00.958539574,0,0,181229,0
4502,1,0 days 09:30:00.958599404,0,0,181230,0
404,1,0 days 09:30:00.958667472,0,0,181231,0
5023,1,0 days 09:30:00.958766620,0,0,181262,0
3524,1,0 days 09:30:00.958817701,0,0,181289,0
6625,1,0 days 09:30:00.958941176,5304,286200,181324,0
1995,1,0 days 09:30:00.959022667,0,0,181357,0
3448,1,0 days 09:30:00.959081368,0,0,181358,0
6269,1,0 days 09:30:00.959127214,0,0,181359,0
8204,2,0 days 09:30:00.959217276,2011,7900,181394,0
3740,1,0 days 09:30:00.959304128,0,0,181397,0
5247,1,0 days 09:30:00.959397524,0,0,181428,0
6512,1,0 days 09:30:00.959513264,3431,646000,181442,0
4893,1,0 days 09:30:00.959595156,0,0,181462,0
1516,1,0 days 09:30:00.959658989,0,0,181475,0
3823,2,0 days 09:30:00.959729595,604,975000,181477,0
5600,1,0 days 09:30:00.959791948,0,0,181483,0
4252,1,0 days 09:30:00.959834218,0,0,181500,0
5718,1,0 days 09:30:00.959887259,0,0,181512,0
3443,4,0 days 09:30:00.959997506,16466,2400,181519,0
7189,1,0 days 09:30:00.960106035,1636,649300,181549,0
2098,1,0 days 09:30:00.960171521,0,0,181555,0
1076,1,0 days 09:30:00.960221095,0,0,181575,0
3376,3,0 days 09:30:00.960351455,6382,138800,181589,0
1607,1,0 days 09:30:00.960437333,0,0,181615,0
4946,3,0 days 09:30:00.960495901,360,37000,181625,0
6604,1,0 days 09:30:00.960555081,0,0,181628,0
6803,2,0 days 09:30:00.960648495,905,169400,181642,0
4630,1,0 days 09:30:00.960761821,0,0,181669,0
4796,1,0 days 09:30:00.960838412,1958,53400,181670,0
3899,1,0 days 09:30:00.960892147,0,0,181693,0
484,1,0 days 09:30:00.960958440,254,114400,181705,0
4752,1,0 days 09:30:00.961030389,269,169000,181710,0
1880,2,0 days 09:30:00.961140059,1835,162400,181742,0
6726,1,0 days 09:30:00.961224377,0,0,181748,0
8038,1,0 days 09:30:00.961278623,0,0,181773,0
3770,1,0 days 09:30:00.961344474,150,150000,181774,0
5913,1,0 days 09:30:00.961400478,0,0,181781,0
5048,1,0 days 09:30:00.961433426,0,0,181784,0
1600,1,0 days 09:30:00.961475056,0,0,181791,0
6890,1,0 days 09:30:00.961520356,0,0,181800,0
6306,1,0 days 09:30:00.961575462,0,0,181811,0
7810,1,0 days 09:30:00.961630225,0,0,181812,0
6988,1,0 days 09:30:00.961671503,0,0,181819,0
4748,1,0 days 09:30:00.961759823,1645,972100,181838,0
755,1,0 days 09:30:00.961816353,0,0,181853,0
1033,1,0 days 09:30:00.961856698,0,0,181865,0
989,1,0 days 09:30:00.961892269,0,0,181866,0
2739,1,0 days 09:30:00.961928375,0,0,181867,0
509,3,0 days 09:30:00.962056243,1956,460500,181900,0
1602,3,0 days 09:30:00.962197839,4508,9100,181933,0
6556,5,0 days 09:30:00.963039891,97646,2135000,182216,0
6367,2,0 days 09:30:00.963090217,956,159500,182224,0
6998,1,0 days 09:30:00.965457708,62113,880100,182284,0
5677,1,0 days 09:30:00.966535575,3618,35600,182323,0
5684,1,0 days 09:30:00.966578327,0,0,182324,0
4449,1,0 days 09:30:00.967002071,0,0,182332,0
7283,1,0 days 09:30:00.967140274,0,0,182337,0
808,1,0 days 09:30:00.967207635,0,0,182339,0
4272,1,0 days 09:30:00.967253751,0,0,182340,0
1737,2,0 days 09:30:00.967434628,5082,217100,182342,0
826,1,0 days 09:30:00.967598811,0,0,182346,0
2861,1,0 days 09:30:00.967674572,0,0,182347,0
8173,1,0 days 09:30:00.967715699,0,0,182348,0
5329,1,0 days 09:30:00.967781487,0,0,182349,0
6480,1,0 days 09:30:00.967826997,0,0,182350,0
2622,1,0 days 09:30:00.967871247,0,0,182351,0
2962,1,0 days 09:30:00.967926296,0,0,182352,0
6895,1,0 days 09:30:00.967995472,0,0,182353,0
2484,1,0 days 09:30:00.968066538,0,0,182355,0
1658,2,0 days 09:30:00.968119464,5,124100,182387,0
2921,1,0 days 09:30:00.968167101,0,0,182390,0
6156,1,0 days 09:30:00.968225602,0,0,182391,0
2389,1,0 days 09:30:00.968273194,0,0,182392,0
3296,1,0 days 09:30:00.968323695,0,0,182394,0
1329,2,0 days 09:30:00.968500503,9448,732800,182396,0
3510,1,0 days 09:30:00.968703007,0,0,182399,0
8003,2,0 days 09:30:00.969080698,12874,2720700,182406,0
3778,1,0 days 09:30:00.969488359,0,0,182477,0
3176,4,0 days 09:30:00.969710346,1641,43000,182486,0
4897,1,0 days 09:30:00.969795007,0,0,182489,0
2402,1,0 days 09:30:00.969870071,781,36000,182491,0
8848,1,0 days 09:30:00.969932308,0,0,182494,0
6096,1,0 days 09:30:00.969955508,0,0,182495,0
7245,1,0 days 09:30:00.969980707,0,0,182496,0
1771,1,0 days 09:30:00.970010078,0,0,182498,0
6635,2,0 days 09:30:00.970067179,2000,83300,182500,0
3133,1,0 days 09:30:00.970146584,1,191200,182503,0
4417,1,0 days 09:30:00.970199267,0,0,182506,0
3288,1,0 days 09:30:00.970245653,0,0,182507,0
7775,1,0 days 09:30:00.970297277,0,0,182508,0
1603,1,0 days 09:30:00.970340684,0,0,182509,0
1951,1,0 days 09:30:00.970382121,0,0,182510,0
2955,1,0 days 09:30:00.970428492,0,0,182511,0
112,1,0 days 09:30:00.970515645,860,97900,182512,0
4072,1,0 days 09:30:00.970593432,0,0,182515,0
8255,1,0 days 09:30:00.970634390,0,0,182516,0
244,1,0 days 09:30:00.970685478,100,289600,182517,0
7703,3,0 days 09:30:00.970730078,15,263100,182522,0
6736,1,0 days 09:30:00.970845662,5866,20600,182525,0
743,1,0 days 09:30:00.970939040,0,0,182528,0
3446,1,0 days 09:30:00.970983597,0,0,182529,0
8623,1,0 days 09:30:00.971005099,0,0,182530,0
4164,1,0 days 09:30:00.971025295,0,0,182531,0
7146,1,0 days 09:30:00.971079696,0,0,182541,0
6731,2,0 days 09:30:00.971160685,5105,14200,182564,0
2942,1,0 days 09:30:00.971224438,0,0,182567,0
3870,1,0 days 09:30:00.971275232,0,0,182568,0
8455,1,0 days 09:30:00.971333433,0,0,182570,0
5865,3,0 days 09:30:00.971475543,31232,4001,182573,0
1347,1,0 days 09:30:00.971573250,0,0,182576,0
937,1,0 days 09:30:00.971689621,3140,289900,182578,0
5450,1,0 days 09:30:00.971699180,0,0,182579,0
5729,3,0 days 09:30:00.971949111,17786,192200,182588,0
3561,2,0 days 09:30:00.972162415,103,49300,182595,0
6979,2,0 days 09:30:00.972299655,9,195200,182629,0
202,1,0 days 09:30:00.972306707,0,0,182630,0
7033,1,0 days 09:30:00.972402058,0,0,182633,0
1214,2,0 days 09:30:00.972476445,483,163500,182635,0
4362,1,0 days 09:30:00.972581476,0,0,182638,0
5667,2,0 days 09:30:00.972835094,21669,317700,182640,0
5828,1,0 days 09:30:00.972948880,0,0,182642,0
3238,1,0 days 09:30:00.973056080,0,0,182644,0
655,1,0 days 09:30:00.973164558,0,0,182645,0
2195,1,0 days 09:30:00.973205246,0,0,182646,0
5024,2,0 days 09:30:00.973251879,58,35000,182648,0
7831,1,0 days 09:30:00.973324414,0,0,182652,0
1699,2,0 days 09:30:00.973410448,2521,15400,182655,0
7448,1,0 days 09:30:00.973524258,0,0,182671,0
2378,1,0 days 09:30:00.973599697,1923,47800,182683,0
1788,1,0 days 09:30:00.973665122,452,21200,182695,0
2433,1,0 days 09:30:00.973675574,0,0,182696,0
4825,2,0 days 09:30:00.973733055,56,93400,182702,0
2960,1,0 days 09:30:00.973775895,0,0,182705,0
4538,2,0 days 09:30:00.973835913,300,415800,182707,0
4950,1,0 days 09:30:00.973921749,854,800000,182709,0
7358,1,0 days 09:30:00.974015775,1737,36300,182712,0
1739,1,0 days 09:30:00.974092887,0,0,182715,0
1655,1,0 days 09:30:00.974120181,0,0,182716,0
4771,1,0 days 09:30:00.974141673,0,0,182717,0
4354,1,0 days 09:30:00.974179320,0,0,182718,0
5775,1,0 days 09:30:00.974220961,0,0,182719,0
8437,1,0 days 09:30:00.974265351,0,0,182720,0
2826,1,0 days 09:30:00.974304265,0,0,182721,0
2894,2,0 days 09:30:00.974391979,1620,215600,182723,0
1037,1,0 days 09:30:00.974461727,0,0,182726,0
7434,1,0 days 09:30:00.974535467,0,0,182727,0
2065,2,0 days 09:30:00.974596589,2735,103400,182729,0
727,1,0 days 09:30:00.974715895,0,0,182753,0
2175,1,0 days 09:30:00.974766031,0,0,182754,0
2980,1,0 days 09:30:00.974823743,0,0,182760,0
262,1,0 days 09:30:00.974844582,0,0,182765,0
2896,1,0 days 09:30:00.974945262,2112,517400,182766,0
2493,1,0 days 09:30:00.975019705,0,0,182769,0
6961,1,0 days 09:30:00.975068088,0,0,182770,0
8633,1,0 days 09:30:00.975123043,42,95900,182772,0
6207,1,0 days 09:30:00.975179828,0,0,182775,0
113,1,0 days 09:30:00.975198524,437,955500,182776,0
6081,1,0 days 09:30:00.975271902,0,0,182779,0
720,1,0 days 09:30:00.975357530,0,0,182780,0
475,2,0 days 09:30:00.975478261,4280,140000,182782,0
8810,1,0 days 09:30:00.975539618,0,0,182785,0
326,1,0 days 09:30:00.975578578,0,0,182787,0
7328,1,0 days 09:30:00.975641484,0,0,182788,0
3743,1,0 days 09:30:00.975689223,0,0,182789,0
4810,1,0 days 09:30:00.975750193,0,0,182811,0
3841,1,0 days 09:30:00.975796266,0,0,182818,0
3514,1,0 days 09:30:00.975836666,0,0,182822,0
8147,1,0 days 09:30:00.975882174,0,0,182823,0
2153,1,0 days 09:30:00.975911915,0,0,182824,0
4199,1,0 days 09:30:00.975924047,0,0,182825,0
2193,1,0 days 09:30:00.975964020,0,0,182826,0
897,1,0 days 09:30:00.976025591,0,0,182827,0
8864,1,0 days 09:30:00.976162209,2645,459000,182828,0
7084,1,0 days 09:30:00.976260091,0,0,182831,0
2694,1,0 days 09:30:00.976367410,1734,694300,182832,0
1945,1,0 days 09:30:00.976448710,0,0,182835,0
4965,1,0 days 09:30:00.976506172,35,263700,182836,0
7473,1,0 days 09:30:00.976507841,2471,639800,182837,0
8789,1,0 days 09:30:00.976551609,0,0,182841,0
8521,3,0 days 09:30:00.976661089,32,17300,182870,0
5097,1,0 days 09:30:00.976713407,0,0,182878,0
2741,1,0 days 09:30:00.976791283,2962,24600,182879,0
1496,1,0 days 09:30:00.976849331,0,0,182882,0
805,1,0 days 09:30:00.976919128,0,0,182883,0
4560,1,0 days 09:30:00.976979685,0,0,182884,0
2614,1,0 days 09:30:00.977013224,0,0,182885,0
7196,1,0 days 09:30:00.977020440,0,0,182886,0
1104,1,0 days 09:30:00.977068250,0,0,182887,0
1302,1,0 days 09:30:00.977113924,0,0,182888,0
3390,1,0 days 09:30:00.977162013,0,0,182889,0
1872,1,0 days 09:30:00.977350352,3614,1182800,182890,0
6609,1,0 days 09:30:00.977426758,0,0,182894,0
7351,3,0 days 09:30:00.977585259,7460,21000,182927,0
5392,1,0 days 09:30:00.977698774,0,0,182930,0
6498,1,0 days 09:30:00.977740203,5,353600,182931,0
5710,2,0 days 09:30:00.977847395,2641,486200,182935,0
2148,1,0 days 09:30:00.977863842,0,0,182936,0
3159,1,0 days 09:30:00.977936862,0,0,182939,0
8251,2,0 days 09:30:00.978048317,2775,886500,182949,0
2564,1,0 days 09:30:00.978139717,0,0,182956,0
8056,1,0 days 09:30:00.978192381,0,0,182958,0
5712,1,0 days 09:30:00.978250199,0,0,182974,0
7017,1,0 days 09:30:00.978301942,0,0,182984,0
1611,1,0 days 09:30:00.978303252,0,0,182985,0
8401,1,0 days 09:30:00.978387323,0,0,182992,0
5888,1,0 days 09:30:00.978434757,0,0,182993,0
6132,1,0 days 09:30:00.978484302,0,0,182994,0
6874,1,0 days 09:30:00.978542752,0,0,182995,0
8854,1,0 days 09:30:00.978572748,0,0,182996,0
4394,1,0 days 09:30:00.978636006,0,0,182998,0
6995,1,0 days 09:30:00.978644611,499,371200,182999,0
8035,2,0 days 09:30:00.978711655,21,21000,183003,0
4014,1,0 days 09:30:00.978759990,0,0,183006,0
887,1,0 days 09:30:00.978804026,0,0,183007,0
1127,1,0 days 09:30:00.978865953,36,284200,183008,0
1592,1,0 days 09:30:00.978924983,0,0,183011,0
2551,1,0 days 09:30:00.978931498,0,0,183012,0
2146,2,0 days 09:30:00.979003565,3204,29400,183038,0
7838,1,0 days 09:30:00.979095533,0,0,183047,0
2568,1,0 days 09:30:00.979197486,0,0,183048,0
8702,2,0 days 09:30:00.979205147,4581,1181300,183050,0
8689,1,0 days 09:30:00.979257039,0,0,183053,0
3763,1,0 days 09:30:00.979301299,0,0,183055,0
2322,1,0 days 09:30:00.979408644,1521,1587600,183056,0
926,3,0 days 09:30:00.979605376,12464,19000,183091,0
1878,1,0 days 09:30:00.979649126,998,97700,183092,0
4067,1,0 days 09:30:00.979750530,0,0,183097,0
7634,1,0 days 09:30:00.979814888,0,0,183099,0
1198,1,0 days 09:30:00.979885267,477,429300,183102,0
3032,1,0 days 09:30:00.979941498,0,0,183105,0
7102,1,0 days 09:30:00.980005597,709,413800,183120,0
5823,2,0 days 09:30:00.980118029,1974,17000,183140,0
1518,1,0 days 09:30:00.980212733,0,0,183143,0
6629,2,0 days 09:30:00.980242553,18988,129600,183149,0
1964,1,0 days 09:30:00.980275436,0,0,183151,0
